"OverallQual";"YearBuilt";"YearRemodAdd";"MasVnrArea";"Foundation";"BsmtFinType1";"BsmtFinSF1";"TotalBsmtSF";"HeatingQC";"1stFlrSF";"2ndFlrSF";"GrLivArea";"FullBath";"Fireplaces";"FireplaceQu";"GarageCars";"GarageArea";"WoodDeckSF";"OpenPorchSF";"SaleType";"SaleCondition";"SalePrice"
5;1955;1955;0;"CBlock";"Rec";1056;1056;"TA";1056;0;1056;1;0;"NA";2;572;264;0;"WD";"Normal";145000
7;2009;2009;432;"PConc";"GLQ";578;1470;"Ex";1478;0;1478;2;1;"Gd";2;484;0;144;"New";"Partial";222000
5;1927;1950;0;"CBlock";"Unf";0;1008;"Gd";1028;0;1028;1;1;"Gd";2;360;0;0;"WD";"Normal";115000
7;1993;1993;0;"PConc";"BLQ";50;1080;"Ex";1080;1017;2097;2;1;"TA";3;678;196;187;"WD";"Normal";228000
7;2007;2007;0;"PConc";"GLQ";24;1340;"Ex";1340;0;1340;2;0;"NA";2;396;100;30;"New";"Partial";181134
6;1978;1978;203;"CBlock";"ALQ";209;672;"TA";672;728;1400;1;1;"TA";2;440;0;0;"WD";"Normal";149500
6;1918;1950;0;"BrkTil";"BLQ";1128;1370;"TA";1370;1254;2624;2;1;"Gd";3;864;0;0;"WD";"Normal";239000
5;1940;1950;0;"BrkTil";"ALQ";312;756;"Fa";756;378;1134;1;0;"NA";1;240;0;0;"WD";"AdjLand";126000
5;1968;1968;0;"CBlock";"BLQ";775;1056;"Ex";1056;0;1056;1;1;"Fa";1;304;0;85;"WD";"Normal";142000
7;1997;1998;200;"PConc";"GLQ";1309;1344;"Ex";1344;0;1344;2;0;"NA";4;784;0;0;"WD";"Alloca";206300
6;1977;2000;126;"CBlock";"ALQ";1246;1602;"Gd";1602;0;1602;2;1;"TA";2;529;240;0;"WD";"Normal";215000
5;1954;1954;0;"CBlock";"Unf";0;988;"Ex";988;0;988;1;0;"NA";2;520;0;0;"WD";"Normal";113000
8;1998;1998;473;"PConc";"GLQ";986;1470;"Gd";1470;1160;2630;2;1;"TA";3;696;0;66;"WD";"Normal";315000
6;1956;1956;74;"CBlock";"LwQ";616;1196;"Gd";1196;0;1196;1;1;"Gd";1;297;0;44;"WD";"Normal";139000
7;1946;1992;0;"CBlock";"Unf";0;651;"Gd";707;682;1389;1;2;"Gd";1;240;0;0;"WD";"Normal";135000
7;1989;1989;145;"PConc";"GLQ";1518;1518;"Gd";1644;0;1644;2;1;"TA";2;569;80;0;"WD";"Normal";275000
4;1957;1957;0;"CBlock";"Rec";288;907;"Ex";907;0;907;1;0;"NA";1;352;0;0;"WD";"Normal";109008
7;2007;2007;108;"PConc";"GLQ";664;1208;"Ex";1208;0;1208;2;0;"NA";2;628;105;54;"New";"Partial";195400
6;1988;1988;0;"CBlock";"GLQ";1005;1392;"TA";1412;0;1412;2;1;"TA";2;576;0;0;"WD";"Normal";175000
6;1971;1971;232;"CBlock";"ALQ";387;483;"TA";483;504;987;1;0;"NA";1;264;0;0;"COD";"Abnorml";85400
6;1920;1998;0;"BrkTil";"Unf";0;901;"Gd";1088;110;1198;1;0;"NA";0;0;0;98;"ConLD";"Abnorml";79900
5;1971;1971;376;"CBlock";"ALQ";471;765;"Ex";765;600;1365;1;0;"NA";2;440;240;36;"WD";"Normal";122500
6;1997;1998;0;"PConc";"Unf";0;926;"Ex";926;678;1604;2;1;"TA";2;470;0;36;"WD";"Normal";181000
4;1972;1972;0;"CBlock";"ALQ";495;630;"Gd";630;0;630;1;0;"NA";0;0;88;0;"WD";"Normal";81000
7;1996;1996;0;"PConc";"GLQ";385;799;"Ex";827;834;1661;2;1;"TA";2;550;158;61;"ConLw";"Normal";212000
6;1920;1950;0;"BrkTil";"Unf";0;648;"TA";734;384;1118;1;0;"NA";2;440;0;0;"WD";"Normal";116000
6;1926;2004;0;"PConc";"Unf";0;884;"Gd";904;0;904;1;0;"NA";1;180;0;0;"WD";"Normal";119000
5;1913;2002;0;"PConc";"LwQ";365;440;"TA";694;0;694;1;1;"Gd";1;352;0;0;"WD";"Normal";90350
6;1920;2000;0;"BrkTil";"Unf";0;684;"Gd";684;512;1196;1;0;"NA";2;528;0;46;"ConLI";"Normal";110000
10;2008;2008;200;"PConc";"GLQ";1767;3094;"Ex";2402;0;2402;2;2;"Gd";3;672;0;72;"WD";"Normal";555000
4;1955;1955;270;"CBlock";"ALQ";133;1440;"TA";1440;0;1440;2;0;"NA";0;0;0;0;"WD";"Normal";118000
5;1930;1992;0;"PConc";"Unf";0;1078;"TA";1128;445;1573;2;1;"Gd";2;360;0;0;"WD";"Normal";162900
7;2006;2007;72;"PConc";"Unf";0;1258;"Ex";1258;0;1258;2;1;"Gd";3;648;144;16;"New";"Partial";172500
7;1994;1995;0;"PConc";"GLQ";642;915;"Ex";933;975;1908;2;1;"TA";2;493;144;133;"WD";"Normal";210000
6;1956;1956;0;"CBlock";"Unf";0;1436;"Fa";1689;0;1689;1;1;"Gd";2;480;0;0;"COD";"Normal";127500
6;1966;2002;0;"CBlock";"ALQ";247;1517;"Ex";1888;0;1888;2;1;"Gd";2;578;0;0;"WD";"Normal";190000
7;1998;1999;0;"PConc";"Unf";0;930;"Gd";956;930;1886;2;1;"TA";2;431;89;0;"WD";"Normal";199900
6;1937;1950;0;"BrkTil";"Unf";0;780;"TA";780;596;1376;2;1;"Gd";1;198;0;0;"WD";"Normal";119500
3;1948;2002;0;"CBlock";"ALQ";331;649;"Ex";679;504;1183;1;0;"NA";1;308;0;176;"WD";"Normal";120000
6;1930;2005;0;"BrkTil";"Unf";0;813;"Ex";813;0;813;1;0;"NA";1;270;0;113;"WD";"Normal";110000
7;1975;1975;0;"CBlock";"ALQ";655;1533;"TA";1533;0;1533;2;2;"TA";2;576;200;54;"WD";"Normal";280000
6;1996;1997;42;"PConc";"ALQ";742;872;"Ex";888;868;1756;2;0;"NA";2;422;144;122;"WD";"Normal";204000
8;2008;2008;0;"PConc";"Unf";0;768;"Ex";786;804;1590;2;0;"NA";2;676;0;30;"WD";"Normal";210000
5;1976;1976;0;"CBlock";"ALQ";1606;1728;"TA";1728;0;1728;2;0;"NA";2;560;0;0;"WD";"Family";188000
7;1973;1973;320;"CBlock";"ALQ";916;1242;"Fa";1242;0;1242;1;1;"TA";2;528;0;0;"WD";"Normal";175500
5;1916;1950;0;"BrkTil";"Unf";0;624;"Fa";624;720;1344;1;0;"NA";3;513;0;0;"COD";"Abnorml";98000
4;1954;1994;0;"CBlock";"BLQ";1116;1364;"Ex";1663;0;1663;1;2;"Gd";2;529;224;137;"WD";"Normal";256000
8;1925;1996;0;"PConc";"Unf";0;588;"Fa";833;833;1666;1;1;"Gd";1;228;192;63;"WD";"Normal";161000
5;1950;1950;161;"CBlock";"LwQ";185;709;"TA";979;224;1203;1;1;"TA";1;352;0;0;"WD";"Normal";110000
8;2009;2009;110;"PConc";"GLQ";544;832;"Ex";832;1103;1935;2;0;"NA";2;552;0;150;"New";"Partial";263435
7;1936;2007;0;"PConc";"ALQ";350;560;"Ex";575;560;1135;1;0;"NA";2;576;256;0;"WD";"Normal";155000
5;1965;1965;0;"CBlock";"Rec";553;864;"Gd";864;0;864;1;1;"Po";1;360;0;0;"WD";"Normal";62383
6;1934;1995;0;"CBlock";"LwQ";326;715;"Fa";849;811;1660;1;1;"Gd";1;240;0;0;"WD";"Normal";188700
5;1978;1978;136;"CBlock";"Rec";616;1040;"TA";1040;0;1040;2;0;"NA";0;0;0;0;"WD";"Normal";124000
7;2004;2004;18;"PConc";"Unf";0;1375;"Ex";1414;0;1414;2;1;"TA";2;398;144;20;"WD";"Normal";178740
7;1970;1970;0;"CBlock";"GLQ";778;1277;"TA";1277;0;1277;1;1;"Po";2;526;0;0;"WD";"Normal";167000
5;1942;1995;224;"CBlock";"LwQ";386;728;"Ex";888;756;1644;1;2;"Gd";1;312;168;0;"WD";"Normal";146500
8;2006;2006;248;"PConc";"Unf";0;1626;"Ex";1634;0;1634;2;1;"Gd";3;866;0;44;"WD";"Normal";250000
6;1993;1993;120;"PConc";"GLQ";426;832;"Ex";832;878;1710;2;0;"NA";2;506;144;70;"WD";"Normal";187000
8;1985;1985;0;"PConc";"GLQ";368;1488;"TA";1502;0;1502;1;0;"NA";2;528;0;54;"WD";"Normal";212000
7;1977;1977;0;"CBlock";"Unf";0;808;"TA";1161;808;1969;2;1;"Gd";2;534;0;0;"WD";"Normal";190000
6;2005;2005;80;"PConc";"GLQ";459;547;"Ex";1072;0;1072;1;0;"NA";2;525;0;28;"WD";"Normal";148000
8;2006;2007;304;"PConc";"GLQ";1350;1976;"Ex";1976;0;1976;2;1;"Ex";3;908;250;63;"New";"Partial";440000
8;2000;2000;0;"PConc";"GLQ";1196;1494;"Ex";1652;0;1652;2;0;"NA";2;499;96;48;"WD";"Normal";251000
5;1963;1963;0;"CBlock";"GLQ";630;970;"TA";970;0;970;1;0;"NA";2;624;0;24;"WD";"Normal";132500
6;1997;1998;215;"PConc";"GLQ";994;1478;"Ex";1493;0;1493;2;1;"TA";2;508;140;39;"WD";"Normal";208900
9;2006;2006;772;"PConc";"Unf";0;2153;"Ex";2069;574;2643;2;1;"Gd";3;694;414;84;"WD";"Normal";380000
8;2007;2008;336;"PConc";"GLQ";1288;1705;"Ex";1718;0;1718;2;1;"Gd";3;826;208;44;"WD";"Normal";297000
4;1937;2000;435;"BrkTil";"Rec";168;907;"TA";1131;0;1131;1;0;"NA";2;672;0;72;"WD";"Alloca";89471
9;2004;2005;378;"PConc";"GLQ";1261;1833;"Ex";1850;0;1850;2;1;"Gd";3;772;519;112;"WD";"Normal";326000
9;2003;2004;562;"PConc";"GLQ";1567;1792;"Ex";1792;0;1792;2;1;"Gd";3;874;206;49;"WD";"Normal";374000
7;1915;2005;0;"PConc";"ALQ";299;910;"Ex";916;910;1826;1;1;"Gd";1;164;0;0;"WD";"Normal";155000
6;1998;1998;116;"PConc";"GLQ";897;1216;"Ex";1216;0;1216;2;0;"NA";2;402;0;125;"WD";"Normal";164000
5;1962;2001;0;"CBlock";"ALQ";588;999;"Gd";999;0;999;1;0;"NA";1;264;0;132;"WD";"Normal";132500
5;1950;2007;0;"CBlock";"ALQ";607;1113;"Gd";1113;0;1113;1;1;"Gd";1;264;0;80;"WD";"Normal";147000
5;1965;1965;168;"CBlock";"ALQ";836;1073;"TA";1073;0;1073;1;0;"NA";2;515;0;0;"WD";"Normal";156000
5;1971;1971;0;"CBlock";"ALQ";998;1484;"Gd";1484;0;1484;2;1;"TA";2;487;224;0;"WD";"Normal";175000
5;1900;1970;0;"CBlock";"BLQ";664;954;"TA";1766;648;2414;2;1;"Gd";2;520;142;0;"ConLD";"Normal";160000
4;1970;2002;0;"CBlock";"GLQ";515;630;"TA";630;0;630;1;0;"NA";1;286;0;0;"WD";"Normal";86000
5;1976;1976;0;"PConc";"Unf";0;264;"TA";616;688;1304;1;1;"Gd";1;336;141;24;"WD";"Normal";115000
6;1941;1950;0;"CBlock";"BLQ";403;806;"TA";958;620;1578;1;2;"TA";1;240;0;0;"WD";"Normal";133000
6;2006;2006;0;"PConc";"Unf";0;728;"Gd";728;728;1456;2;0;"NA";2;429;0;0;"New";"Partial";172785
5;1960;1960;0;"CBlock";"BLQ";374;1269;"TA";1269;0;1269;1;1;"Fa";1;308;0;0;"WD";"Normal";155000
5;1938;1996;0;"BrkTil";"Unf";0;190;"Gd";886;0;886;1;0;"NA";1;273;144;20;"WD";"Normal";91300
4;1920;1950;0;"CBlock";"Rec";495;720;"TA";720;0;720;1;0;"NA";0;0;0;523;"WD";"Abnorml";34900
8;1992;1993;0;"PConc";"GLQ";1231;3200;"Ex";3228;0;3228;3;1;"Gd";2;546;264;75;"WD";"Normal";430000
7;1925;1950;0;"PConc";"Rec";329;1026;"Ex";1133;687;1820;2;0;"NA";1;240;0;100;"WD";"Normal";184000
5;1967;2004;89;"PConc";"ALQ";450;864;"Ex";899;0;899;1;0;"NA";1;288;64;0;"WD";"Normal";130000
5;1958;1985;0;"CBlock";"BLQ";111;912;"Fa";912;0;912;1;0;"NA";1;297;12;285;"WD";"Normal";120000
6;1973;1973;285;"CBlock";"BLQ";356;672;"TA";672;546;1218;1;0;"NA";1;264;144;28;"WD";"Normal";113000
7;2005;2005;0;"PConc";"GLQ";400;866;"Gd";866;902;1768;2;0;"NA";2;603;0;108;"WD";"Normal";226700
5;1965;1965;0;"CBlock";"ALQ";698;1214;"Ex";1214;0;1214;1;0;"NA";2;461;0;0;"WD";"Normal";140000
7;1959;1997;0;"CBlock";"ALQ";1247;1501;"TA";1801;0;1801;2;2;"TA";2;484;0;54;"WD";"Normal";289000
6;1974;1974;0;"CBlock";"ALQ";257;855;"TA";855;467;1322;2;1;"Fa";2;440;260;0;"WD";"Normal";147000
5;1952;1952;360;"CBlock";"Unf";0;960;"Gd";960;1000;1960;2;0;"NA";2;400;0;0;"COD";"Normal";124500
8;1993;1994;125;"PConc";"GLQ";380;777;"Ex";1065;846;1911;2;1;"TA";2;471;182;81;"WD";"Normal";215000
6;2009;2009;0;"PConc";"GLQ";27;1218;"Ex";1218;0;1218;2;0;"NA";2;676;0;102;"New";"Partial";208300
7;1928;2005;0;"BrkTil";"Rec";141;689;"Ex";689;689;1378;2;1;"Gd";2;360;0;0;"WD";"Normal";161000
5;1959;1959;132;"CBlock";"ALQ";991;1041;"Ex";1041;0;1041;1;0;"NA";1;270;224;88;"WD";"Normal";124500
5;1951;2000;70;"CBlock";"BLQ";650;1008;"Ex";1363;0;1363;1;2;"TA";1;288;324;42;"WD";"Normal";164900
7;2005;2006;94;"PConc";"Unf";0;1368;"Ex";1368;0;1368;2;1;"Gd";2;474;132;35;"New";"Partial";202665
5;1958;1958;0;"CBlock";"BLQ";521;864;"TA";864;0;864;1;0;"NA";2;624;0;0;"WD";"Normal";129900
6;1983;1983;0;"PConc";"ALQ";336;1084;"TA";1080;0;1080;1;0;"NA";2;484;120;0;"WD";"Normal";134000
5;1926;1950;0;"BrkTil";"Unf";0;768;"Fa";789;0;789;1;0;"NA";1;200;0;0;"WD";"Normal";96500
10;2009;2009;305;"CBlock";"GLQ";1436;2006;"Ex";2020;0;2020;2;1;"Gd";3;900;156;54;"New";"Partial";402861
6;1972;1972;333;"CBlock";"Unf";0;689;"TA";1378;741;2119;2;1;"TA";2;583;0;104;"COD";"Abnorml";158000
7;1996;1997;921;"PConc";"Unf";0;1264;"Ex";1277;1067;2344;2;1;"TA";3;889;220;0;"WD";"Normal";265000
6;1998;1998;0;"PConc";"GLQ";706;794;"Ex";882;914;1796;2;0;"NA";2;546;0;36;"WD";"Normal";211000
7;1926;2004;0;"BrkTil";"Unf";0;1276;"Ex";1276;804;2080;1;2;"Gd";1;282;0;0;"WD";"Normal";234000
4;1900;2000;0;"BrkTil";"NA";0;0;"TA";694;600;1294;2;0;"NA";0;0;220;114;"WD";"Normal";106250
6;1957;1957;0;"CBlock";"Rec";777;1244;"Ex";1244;0;1244;1;2;"Gd";1;336;0;40;"WD";"Normal";150000
6;1947;1950;0;"CBlock";"ALQ";399;1004;"Ex";1004;660;1664;2;2;"Gd";2;420;0;24;"WD";"Normal";159000
10;2007;2008;762;"PConc";"GLQ";2260;3138;"Ex";3138;1538;4676;3;1;"Gd";3;884;208;406;"New";"Partial";184750
7;1996;1997;594;"PConc";"GLQ";719;1379;"Ex";1383;1015;2398;2;1;"TA";3;834;239;60;"WD";"Normal";315750
7;2005;2005;0;"PConc";"Unf";0;1257;"Ex";1266;0;1266;2;1;"TA";2;453;38;144;"WD";"Normal";176000
5;1956;2000;0;"CBlock";"Rec";377;928;"TA";928;0;928;1;0;"NA";1;252;261;0;"WD";"Normal";132000
9;2008;2008;268;"PConc";"GLQ";1330;1452;"Ex";1476;1237;2713;2;1;"Gd";3;858;126;66;"New";"Partial";446261
4;1920;2002;0;"BrkTil";"ALQ";348;528;"Ex";605;0;605;1;0;"NA";0;0;0;0;"WD";"Normal";86000
6;1957;1975;104;"PConc";"Rec";1219;2035;"TA";2515;0;2515;3;2;"TA";2;484;0;0;"WD";"Alloca";200624
6;1988;1989;219;"CBlock";"GLQ";783;1461;"Ex";1509;0;1509;2;1;"Fa";2;600;224;0;"WD";"Abnorml";175000
6;1920;1999;0;"BrkTil";"Unf";0;611;"Ex";751;611;1362;2;0;"NA";2;502;0;0;"WD";"Normal";128000
5;1955;2007;0;"Slab";"NA";0;0;"Ex";827;0;827;1;1;"Po";1;392;0;0;"WD";"Normal";107500
1;1946;1950;0;"Slab";"NA";0;0;"Fa";334;0;334;1;0;"NA";0;0;0;0;"WD";"Normal";39300
8;2004;2004;0;"PConc";"Unf";0;707;"Ex";707;707;1414;2;1;"Gd";2;403;100;35;"WD";"Normal";178000
5;1910;1991;0;"CBlock";"GLQ";969;1117;"TA";820;527;1347;1;0;"NA";0;0;85;0;"WD";"Normal";107500
7;1998;1999;0;"PConc";"Unf";0;880;"Ex";880;844;1724;2;0;"NA";2;527;120;155;"WD";"Normal";188000
4;1972;1972;0;"CBlock";"BLQ";600;864;"TA";864;0;864;1;0;"NA";2;576;216;0;"COD";"Normal";111250
5;1968;1968;188;"CBlock";"BLQ";673;1051;"TA";1159;0;1159;1;1;"Fa";1;336;466;0;"WD";"Normal";158000
8;2001;2002;479;"PConc";"GLQ";1358;1581;"Ex";1601;0;1601;2;1;"TA";2;670;180;0;"WD";"Normal";272000
9;2006;2006;584;"PConc";"GLQ";1260;1838;"Ex";1838;0;1838;2;1;"Gd";3;765;270;68;"WD";"Normal";315000
8;2000;2000;72;"PConc";"Unf";0;969;"Ex";997;1288;2285;2;1;"TA";3;648;0;56;"WD";"Normal";248000
7;1998;1999;0;"PConc";"LwQ";144;1650;"Ex";1680;0;1680;2;1;"TA";2;583;78;73;"WD";"Normal";213250
7;1998;1998;182;"PConc";"GLQ";584;723;"Ex";767;0;767;1;0;"NA";1;367;120;40;"WD";"Normal";133000
7;2006;2006;0;"PConc";"GLQ";554;654;"Ex";664;832;1496;2;1;"Gd";2;426;100;24;"New";"Partial";179665
7;1988;1988;178;"PConc";"GLQ";1002;1204;"Gd";1377;806;2183;2;0;"NA";3;786;0;0;"WD";"Normal";229000
6;1923;1950;0;"BrkTil";"Rec";300;1065;"Ex";915;720;1635;1;1;"Gd";2;440;0;38;"WD";"Normal";210000
5;1970;1970;0;"CBlock";"ALQ";619;768;"Ex";768;0;768;1;0;"NA";2;624;104;0;"WD";"Normal";129500
5;1955;1995;0;"CBlock";"LwQ";180;825;"TA";825;0;825;1;0;"NA";2;720;140;50;"WD";"Normal";125000
7;2003;2004;0;"PConc";"Unf";0;912;"Ex";912;1182;2094;2;1;"Gd";2;615;182;182;"WD";"Normal";263000
6;1977;1977;0;"CBlock";"ALQ";559;1069;"TA";1069;0;1069;2;0;"NA";2;440;0;55;"COD";"Abnorml";140000
5;1957;1957;0;"CBlock";"Rec";308;928;"Gd";928;0;928;1;0;"NA";1;288;0;0;"WD";"Normal";112500
8;2006;2006;250;"PConc";"Unf";0;1709;"Ex";1717;0;1717;2;1;"Gd";3;908;169;39;"WD";"Normal";255500
4;1949;2003;0;"CBlock";"NA";0;0;"Ex";1126;0;1126;2;0;"NA";2;520;0;96;"WD";"Normal";108000
7;2003;2004;292;"PConc";"GLQ";866;998;"Ex";1006;1040;2046;2;1;"Gd";3;871;320;62;"WD";"Normal";284000
5;1922;1950;0;"BrkTil";"Unf";0;993;"TA";1048;0;1048;1;1;"Gd";1;280;0;0;"WD";"Normal";113000
5;1957;1957;0;"CBlock";"Rec";895;1092;"TA";1092;0;1092;1;1;"TA";1;299;268;0;"WD";"Normal";141000
4;1920;1950;0;"CBlock";"Rec";637;637;"Gd";897;439;1336;1;0;"NA";1;570;0;47;"COD";"Normal";108000
7;1996;1997;0;"PConc";"GLQ";604;729;"Ex";729;717;1446;2;1;"TA";2;406;264;22;"WD";"Normal";175000
7;2003;2004;18;"PConc";"Unf";0;1374;"Ex";1557;0;1557;2;1;"TA";2;420;143;20;"WD";"Normal";234000
5;1957;1996;180;"CBlock";"ALQ";1302;1392;"TA";1392;0;1392;1;1;"Gd";2;528;0;0;"WD";"Normal";121500
5;1974;1975;0;"CBlock";"ALQ";1071;1389;"Gd";1389;0;1389;1;1;"TA";2;418;240;38;"WD";"Normal";170000
5;1940;1969;0;"CBlock";"BLQ";290;996;"Ex";996;0;996;1;1;"Gd";0;0;144;0;"WD";"Normal";108000
6;1918;1950;0;"BrkTil";"Unf";0;1163;"Ex";1163;511;1674;2;1;"Gd";2;396;72;36;"WD";"Normal";185000
7;1992;2000;0;"PConc";"GLQ";728;1095;"Ex";1166;1129;2295;2;1;"TA";2;590;0;40;"WD";"Normal";268000
6;1915;1950;0;"PConc";"Unf";0;806;"TA";841;806;1647;1;0;"NA";1;216;0;66;"WD";"Normal";128000
9;2005;2007;245;"PConc";"Unf";0;1122;"Ex";1134;1370;2504;2;1;"Gd";3;656;144;39;"WD";"Normal";325000
7;2004;2004;168;"PConc";"GLQ";2;1517;"Ex";1535;0;1535;2;0;"NA";2;532;0;0;"WD";"Normal";214000
8;1983;2009;0;"CBlock";"GLQ";1441;1496;"Ex";1496;636;2132;1;1;"Gd";2;612;349;40;"WD";"Normal";316600
5;1979;1979;0;"CBlock";"GLQ";943;943;"TA";943;0;943;1;2;"TA";2;600;42;0;"WD";"Normal";135960
5;1965;1965;108;"CBlock";"LwQ";231;1728;"TA";1728;0;1728;2;0;"NA";2;576;0;0;"WD";"Normal";142600
6;1959;1959;207;"CBlock";"BLQ";414;864;"Ex";864;0;864;1;0;"NA";1;288;168;0;"WD";"Abnorml";120000
7;2009;2009;0;"PConc";"Unf";0;846;"Gd";846;846;1692;2;0;"NA";2;650;208;114;"New";"Partial";224500
7;2000;2000;0;"PConc";"Unf";0;384;"Ex";774;656;1430;2;1;"TA";2;400;100;0;"WD";"Normal";170000
5;1971;2005;82;"CBlock";"ALQ";349;372;"TA";576;533;1109;1;0;"NA";1;288;35;0;"WD";"Normal";139000
5;1947;1950;0;"CBlock";"Rec";442;832;"TA";832;384;1216;1;0;"NA";1;336;158;0;"COD";"Abnorml";118500
7;1928;1950;0;"BrkTil";"Unf";0;861;"Gd";877;600;1477;2;1;"Gd";1;216;0;50;"WD";"Normal";145000
5;1966;1966;97;"CBlock";"LwQ";328;1164;"Ex";1320;0;1320;1;2;"Fa";2;564;160;68;"WD";"Abnorml";164500
7;2007;2007;0;"PConc";"Unf";0;689;"Ex";703;689;1392;2;0;"NA";2;540;0;102;"WD";"Abnorml";146000
5;1954;1954;335;"BrkTil";"Unf";0;1050;"Ex";1050;745;1795;2;0;"NA";1;352;0;0;"WD";"Normal";131500
6;1960;1987;85;"CBlock";"BLQ";594;1144;"Ex";1429;0;1429;1;2;"Gd";2;572;216;110;"WD";"Normal";181900
8;2008;2009;306;"PConc";"Unf";0;2042;"Ex";2042;0;2042;2;1;"Gd";3;1390;0;90;"New";"Partial";253293
6;1990;1990;104;"CBlock";"GLQ";816;816;"TA";816;0;816;1;0;"NA";0;0;0;32;"WD";"Normal";118500
10;1893;2000;0;"BrkTil";"Unf";0;1237;"Gd";1521;1254;2775;3;1;"Gd";2;880;105;502;"WD";"Normal";325000
4;1935;1995;0;"BrkTil";"Unf";0;884;"Ex";989;584;1573;1;0;"NA";1;240;0;0;"WD";"Normal";133000
8;2005;2006;208;"PConc";"GLQ";1460;1868;"Ex";2028;0;2028;2;2;"Gd";3;880;326;66;"New";"Partial";369900
6;1918;2000;0;"BrkTil";"Rec";210;816;"Ex";838;0;838;1;0;"NA";1;275;0;0;"WD";"Normal";130000
5;1982;1982;0;"CBlock";"ALQ";672;840;"TA";860;0;860;1;0;"NA";2;528;0;0;"WD";"Normal";137000
5;1968;2003;0;"CBlock";"GLQ";1324;1437;"Ex";1473;0;1473;1;2;"Gd";1;452;0;48;"WD";"Partial";143000
5;1930;1960;0;"BrkTil";"Unf";0;742;"TA";779;0;935;1;0;"NA";1;308;0;0;"WD";"Normal";79500
7;2004;2004;0;"PConc";"GLQ";490;770;"Ex";770;812;1582;2;0;"NA";2;520;0;45;"WD";"Normal";185900
10;2008;2008;420;"PConc";"GLQ";1338;1722;"Ex";1728;568;2296;2;1;"Gd";3;842;382;274;"ConLI";"Normal";451950
5;1982;2003;0;"PConc";"GLQ";816;816;"Ex";816;0;816;1;0;"NA";2;816;0;0;"WD";"Normal";138000
6;2003;2003;170;"PConc";"GLQ";685;848;"Ex";848;0;848;1;0;"NA";2;420;140;0;"WD";"Normal";140000
5;1975;1975;0;"CBlock";"Unf";0;924;"TA";924;0;924;1;0;"NA";1;280;0;0;"WD";"Normal";110000
8;2005;2006;238;"PConc";"GLQ";1422;1814;"Ex";1826;0;1826;2;1;"TA";3;758;180;75;"New";"Partial";319000
6;1910;1993;0;"CBlock";"Unf";0;684;"Ex";684;684;1368;1;0;"NA";1;216;0;158;"WD";"Normal";114504
7;2006;2007;72;"PConc";"Unf";0;1258;"Ex";1402;0;1402;0;1;"Gd";3;648;120;16;"New";"Partial";194201
5;1977;1977;459;"CBlock";"ALQ";1283;1430;"Ex";1647;0;1647;2;1;"TA";2;621;0;0;"WD";"Normal";217500
6;1980;1980;0;"CBlock";"LwQ";81;716;"TA";716;840;1556;2;1;"TA";2;452;161;0;"COD";"Normal";151000
8;2005;2005;280;"PConc";"GLQ";546;1058;"Ex";1058;846;1904;2;1;"Gd";2;736;179;60;"WD";"Normal";275000
6;1937;1950;0;"PConc";"Unf";0;780;"TA";780;595;1375;1;1;"Gd";1;544;0;162;"WD";"Normal";141000
8;1992;1992;0;"PConc";"GLQ";789;908;"Ex";927;988;1915;2;1;"TA";2;506;120;150;"WD";"Abnorml";220000
7;2004;2005;0;"PConc";"Unf";0;600;"Ex";600;600;1200;2;0;"NA";2;480;0;172;"WD";"Normal";151000
7;2002;2002;99;"PConc";"GLQ";922;1494;"Ex";1494;0;1494;2;1;"TA";2;530;192;36;"WD";"Normal";221000
7;1965;1990;176;"CBlock";"BLQ";454;768;"TA";1186;800;1986;2;3;"Fa";2;486;0;42;"WD";"Normal";205000
5;1996;1996;0;"PConc";"GLQ";732;1040;"Gd";1040;0;1040;1;0;"NA";2;576;168;0;"WD";"Normal";152000
5;1948;2002;0;"CBlock";"GLQ";603;896;"Ex";1112;896;2008;3;0;"NA";1;230;103;0;"WD";"Normal";225000
8;1934;1998;0;"PConc";"BLQ";428;965;"TA";1940;1254;3194;2;2;"Gd";2;380;0;0;"WD";"Alloca";359100
4;1961;1961;192;"CBlock";"Rec";903;1029;"Gd";1029;0;1029;1;0;"NA";1;261;64;0;"WD";"Normal";118500
9;2000;2000;204;"PConc";"GLQ";904;1440;"Ex";1476;677;2153;2;2;"Ex";3;736;253;142;"WD";"Normal";313000
6;1978;1978;233;"CBlock";"ALQ";605;1032;"TA";1032;0;1032;2;1;"TA";2;564;0;0;"WD";"Normal";148000
8;2001;2001;108;"PConc";"GLQ";990;1299;"Ex";1299;573;1872;2;1;"TA";2;531;160;122;"WD";"Normal";261500
5;2007;2007;0;"PConc";"ALQ";206;1120;"Ex";1120;0;1120;1;0;"NA";0;0;0;30;"New";"Partial";147000
4;1972;1972;0;"CBlock";"LwQ";150;630;"Ex";630;0;630;1;0;"NA";0;0;96;24;"WD";"Normal";75500
6;1963;1963;156;"PConc";"GLQ";763;936;"Ex";1054;0;1054;1;0;"NA";2;480;120;0;"WD";"Abnorml";137500
6;2002;2003;0;"PConc";"GLQ";457;783;"Ex";807;702;1509;2;1;"Gd";2;393;100;75;"WD";"Normal";183200
6;1954;1954;0;"CBlock";"Unf";0;832;"Gd";832;0;832;1;0;"NA";2;528;0;0;"WD";"Normal";105500
